price,bedroom,bathroom,land_area,building_area,location
575.0,2,1,72,38,"Sidoarjo, Sidoarjo"
1300.0,4,4,135,135,"Citraland, Surabaya"
1200.0,3,2,108,90,"Citraland, Surabaya"
1500.0,4,3,154,217,"Karangpilang, Surabaya"
1450.0,3,2,90,200,"Semolowaru, Surabaya"
850.0,4,2,105,70,"Gununganyar, Surabaya"
1900.0,4,2,189,160,"Sukomanunggal, Surabaya"
1700.0,4,4,120,160,"Simokerto, Surabaya"
925.0,2,1,121,121,"Sidoarjo, Sidoarjo"
280.0,2,2,21,42,"Kenjeran, Surabaya"
1350.0,2,2,99,127,"Lakarsantri, Surabaya"
1100.0,3,1,105,105,"Wonocolo, Surabaya"
600.0,3,2,105,85,"Sidoarjo, Sidoarjo"
1000.0,4,2,77,105,"Tambaksari, Surabaya"
1100.0,3,2,119,112,"Wiyung, Surabaya"
825.0,3,2,66,90,"Gubeng, Surabaya"
1600.0,3,2,135,110,"Darmo Permai, Surabaya"
1500.0,3,2,180,180,"Tambaksari, Surabaya"
1600.0,4,2,135,105,"Sukolilo, Surabaya"
1990.0,2,2,135,100,"Citraland, Surabaya"
1000.0,3,3,93,120,"Sambikerep, Surabaya"
1300.0,3,2,120,120,"Gubeng, Surabaya"
800.0,2,1,90,90,"Lakarsantri, Surabaya"
770.0,2,1,90,45,"Medokan Ayu, Surabaya"
635.0,2,1,70,50,"Sidoarjo, Sidoarjo"
1300.0,4,2,180,100,"Kutisari, Surabaya"
1650.0,4,4,100,155,"Rungkut, Surabaya"
2000.0,4,2,180,180,"Rungkut, Surabaya"
1950.0,3,2,100,163,"Rungkut, Surabaya"
1720.0,4,4,100,145,"Rungkut, Surabaya"
1200.0,3,2,78,60,"Sambikerep, Surabaya"
1800.0,3,2,165,150,"Semolowaru, Surabaya"
1990.0,2,2,91,105,"Pakuwon City, Surabaya"
1800.0,4,2,120,120,"Wiyung, Surabaya"
1200.0,4,3,150,185,"Mulyorejo, Surabaya"
1400.0,3,2,72,90,"Semampir, Surabaya"
1350.0,3,2,195,195,"Gresik, Gresik"
600.0,4,2,72,72,"Sidoarjo, Sidoarjo"
1000.0,3,2,47,47,"Semampir, Surabaya"
1000.0,2,1,105,100,"Rungkut, Surabaya"
1350.0,2,1,84,70,"Gununganyar, Surabaya"
1800.0,3,3,160,200,"Sidoarjo, Sidoarjo"
720.0,2,1,72,45,"Wiyung, Surabaya"
700.0,1,1,108,90,"Tandes, Surabaya"
1300.0,3,2,78,100,"Jambangan, Surabaya"
720.0,2,2,98,98,"Medokan Ayu, Surabaya"
2000.0,4,2,200,200,"Jemursari, Surabaya"
1200.0,4,3,110,220,"Dukuh Kupang, Surabaya"
1900.0,3,2,90,90,"Mulyorejo, Surabaya"
1100.0,2,1,120,45,"Wiyung, Surabaya"
1100.0,4,2,156,223,"Rungkut, Surabaya"
2000.0,3,2,96,125,"Darmo Permai, Surabaya"
1550.0,3,2,155,150,"Tenggilis Mejoyo, Surabaya"
1900.0,3,2,192,140,"Waru, Surabaya"
1270.0,3,3,60,76,"Lakarsantri, Surabaya"
850.0,2,2,73,44,"Sidoarjo, Sidoarjo"
960.0,2,1,60,58,"Kebraon, Surabaya"
1700.0,4,2,180,95,"Citraland, Surabaya"
1900.0,4,2,135,160,"Darmo Permai, Surabaya"
590.0,2,1,50,40,"Medokan Ayu, Surabaya"
675.0,3,2,50,90,"Gununganyar, Surabaya"
1850.0,3,3,162,68,"Wiyung, Surabaya"
1690.0,3,2,96,250,"Mulyorejo, Surabaya"
1900.0,3,2,72,80,"Tandes, Surabaya"
800.0,2,2,72,50,"Surabaya Kota, Surabaya"
1800.0,3,3,90,145,"Surabaya Kota, Surabaya"
1350.0,3,2,134,91,"Surabaya Kota, Surabaya"
1500.0,3,1,91,80,"Surabaya Kota, Surabaya"
297.0,1,1,60,25,"Gresik, Gresik"
590.0,2,2,60,44,"Gresik, Gresik"
1550.0,3,2,96,130,"Rungkut, Surabaya"
1470.0,3,2,112,105,"Middle East Ring Road, Surabaya"
1600.0,3,2,128,160,"Wiyung, Surabaya"
600.0,2,1,100,130,"Sukomanunggal, Surabaya"
1500.0,2,2,90,90,"Benowo, Surabaya"
815.0,3,2,90,50,"Wonorejo, Surabaya"
1350.0,2,1,98,70,"Kebonsari, Surabaya"
985.0,3,2,90,120,"Rungkut, Surabaya"
1700.0,4,3,162,250,"Wiyung, Surabaya"
572.0,2,1,60,36,"Rungkut Industri, Surabaya"
1350.0,3,3,98,98,"Rungkut, Surabaya"
1750.0,3,3,85,159,"Kutisari, Surabaya"
650.0,3,2,120,100,"Sidoarjo, Sidoarjo"
1350.0,4,3,120,120,"Gubeng, Surabaya"
2000.0,3,2,120,135,"Mulyosari, Surabaya"
1800.0,3,2,108,150,"Sukolilo, Surabaya"
720.0,2,1,84,78,"Wiyung, Surabaya"
1420.0,3,2,100,120,"Rungkut, Surabaya"
1450.0,2,1,147,105,"Babatan, Surabaya"
998.0,4,2,84,115,"Tambaksari, Surabaya"
550.0,2,1,75,60,"Pakal, Surabaya"
950.0,2,1,85,85,"Darmo Permai, Surabaya"
699.0,3,1,72,60,"Benowo, Surabaya"
1600.0,2,1,200,100,"Kutisari, Surabaya"
625.0,3,1,64,100,"Manukan, Surabaya"
1650.0,3,3,96,125,"Sutorejo, Surabaya"
700.0,2,1,105,80,"Wiyung, Surabaya"
1850.0,2,1,160,60,"Gununganyar, Surabaya"
550.0,2,1,84,36,"Gresik, Gresik"
1400.0,3,2,150,105,"Sidoarjo, Sidoarjo"
425.0,2,1,58,38,"Medokan Ayu, Surabaya"
2000.0,3,1,192,115,"Rungkut, Surabaya"
1300.0,3,2,120,71,"Wiyung, Surabaya"
1500.0,4,1,120,200,"Simomulyo, Surabaya"
2000.0,2,2,120,120,"Citraland, Surabaya"
1870.0,4,3,138,220,"Sukolilo, Surabaya"
1900.0,4,4,144,120,"Pakuwon City, Surabaya"
1290.0,3,1,90,50,"Wiyung, Surabaya"
550.0,3,2,120,96,"Pakuwon City, Surabaya"
950.0,3,2,120,90,"Sidoarjo, Sidoarjo"
1400.0,3,1,128,128,"Rungkut, Surabaya"
1950.0,3,2,105,110,"Kebraon, Surabaya"
1990.0,4,3,96,180,"Sutorejo, Surabaya"
775.0,2,1,80,80,"Tegalsari, Surabaya"
1300.0,2,1,96,96,"Rungkut, Surabaya"
1400.0,4,3,110,170,"Sawahan, Surabaya"
1200.0,3,1,81,110,"Lidah Wetan, Surabaya"
755.0,4,3,75,135,"Kenjeran, Surabaya"
1300.0,3,2,104,90,"Wonorejo, Surabaya"
2000.0,3,2,153,153,"Wonorejo, Surabaya"
825.0,2,1,80,80,"Darmo Permai, Surabaya"
650.0,2,2,72,60,"Surabaya Kota, Surabaya"
1050.0,3,2,104,100,"Rungkut, Surabaya"
1650.0,3,2,200,180,"Sidoarjo, Surabaya"
1850.0,3,3,74,115,"Sukolilo, Surabaya"
850.0,3,2,138,189,"Tambaksari, Surabaya"
1310.0,3,3,60,76,"Lakarsantri, Surabaya"
1250.0,3,2,72,110,"Lakarsantri, Surabaya"
1370.0,3,3,90,180,"Surabaya Kota, Surabaya"
1200.0,2,1,101,105,"Pakal, Surabaya"
1600.0,4,3,135,108,"Darmo Permai, Surabaya"
1600.0,3,2,105,89,"Citraland, Surabaya"
300.0,3,2,72,72,"Benowo, Surabaya"
675.0,3,1,96,96,"Rungkut, Surabaya"
800.0,4,3,122,200,"Sidoarjo, Sidoarjo"
1700.0,4,2,120,160,"Kapasan, Surabaya"
580.0,2,1,90,40,"Sidoarjo, Sidoarjo"
1850.0,3,2,90,120,"Kenjeran, Surabaya"
1100.0,3,1,90,60,"Darmo Permai, Surabaya"
1870.0,3,2,76,125,"Pakuwon City, Surabaya"
1890.0,3,2,171,250,"Lakarsantri, Surabaya"
671.0,3,1,90,57,"Lakarsantri, Surabaya"
950.0,4,2,187,139,"Sidoarjo, Sidoarjo"
900.0,4,2,91,112,"Sidoarjo, Sidoarjo"
1750.0,3,1,160,90,"Gayungan, Surabaya"
510.0,3,2,59,100,"Sidoarjo, Surabaya"
590.0,2,1,30,80,"Rungkut, Surabaya"
655.0,3,2,60,65,"Gresik, Gresik"
925.0,2,1,80,80,"Gununganyar, Surabaya"
310.0,3,1,50,40,"Sidoarjo, Sidoarjo"
1250.0,2,1,96,59,"Keputih, Surabaya"
420.0,2,1,72,72,"Sidoarjo, Sidoarjo"
1200.0,3,2,74,100,"Sidoarjo, Surabaya"
1200.0,4,2,117,162,"Surabaya Kota, Surabaya"
985.0,2,2,126,126,"Sidoarjo, Sidoarjo"
600.0,3,2,96,96,"Sidoarjo, Sidoarjo"
550.0,4,2,50,75,"Dukuh Pakis, Surabaya"
1350.0,3,3,82,135,"Kenjeran, Surabaya"
1500.0,3,2,78,100,"Jambangan, Surabaya"
600.0,2,1,154,120,"Benowo, Surabaya"
1300.0,2,1,105,45,"Benowo, Surabaya"
1700.0,3,2,108,108,"Darmo Permai, Surabaya"
650.0,2,1,84,45,"Rungkut, Surabaya"
800.0,3,2,40,72,"Rungkut, Surabaya"
500.0,2,2,91,91,"Pakal, Surabaya"
1300.0,3,2,78,100,"Tandes, Surabaya"
560.0,2,1,96,96,"Tandes, Surabaya"
480.0,2,1,62,40,"Benowo, Surabaya"
580.0,2,2,42,58,"Sambikerep, Surabaya"
305.0,3,2,50,50,"Sidoarjo, Sidoarjo"
1350.0,3,2,80,78,"Sambikerep, Surabaya"
900.0,4,3,104,104,"Sambikerep, Surabaya"
470.0,2,2,36,30,"Sambikerep, Surabaya"
1900.0,3,2,175,200,"Wiyung, Surabaya"
1600.0,3,2,68,110,"Manyar, Surabaya"
1150.0,4,2,176,250,"Sidoarjo, Sidoarjo"
650.0,2,1,98,98,"Sidoarjo, Sidoarjo"
1800.0,4,4,180,200,"Lidah Kulon, Surabaya"
287.0,2,1,60,36,"Sidoarjo, Sidoarjo"
594.0,2,1,147,105,"Tambaksari, Surabaya"
944.0,3,2,136,256,"Karangpilang, Surabaya"
1800.0,3,3,136,136,"Semolowaru, Surabaya"
1250.0,3,2,128,180,"Wiyung, Surabaya"
945.0,3,1,84,60,"Sukolilo, Surabaya"
1000.0,3,1,96,104,"Sidoarjo, Sidoarjo"
1200.0,3,2,120,70,"Sambikerep, Surabaya"
850.0,2,1,96,80,"Sidoarjo, Sidoarjo"
850.0,2,2,100,100,"Medokan Ayu, Surabaya"
1000.0,4,3,96,150,"Rungkut, Surabaya"
1350.0,3,1,135,70,"Sukolilo, Surabaya"
1100.0,2,1,108,112,"Darmo Permai, Surabaya"
440.0,4,3,90,142,"Sutorejo, Surabaya"
990.0,3,2,55,75,"Pakal, Surabaya"
850.0,3,1,84,84,"Kebraon, Surabaya"
1250.0,3,2,120,120,"Waru, Surabaya"
1290.0,2,2,80,120,"Rungkut, Surabaya"
430.0,3,1,91,54,"Sidoarjo, Sidoarjo"
1600.0,3,3,200,200,"Dukuh Pakis, Surabaya"
2000.0,4,3,120,180,"Tenggilis Mejoyo, Surabaya"
1600.0,4,2,133,110,"Sukomanunggal, Surabaya"
1750.0,3,3,82,160,"Rungkut, Surabaya"
1400.0,2,2,112,100,"Darmo Permai, Surabaya"
1100.0,2,2,90,90,"Rungkut, Surabaya"
1380.0,3,2,125,105,"Wonorejo, Surabaya"
900.0,2,1,90,45,"Rungkut, Surabaya"
1900.0,3,3,90,180,"Wonorejo, Surabaya"
1100.0,2,2,78,68,"Wonorejo, Surabaya"
1600.0,3,2,105,150,"Rungkut, Surabaya"
1800.0,3,2,135,135,"Rungkut, Surabaya"
1700.0,3,1,135,108,"Rungkut, Surabaya"
770.0,3,3,52,80,"Gununganyar, Surabaya"
1690.0,3,3,91,140,"Rungkut, Surabaya"
1450.0,2,2,72,73,"Citraland, Surabaya"
2000.0,4,2,108,150,"Mulyorejo, Surabaya"
1350.0,4,2,84,168,"Mulyosari, Surabaya"
1200.0,3,2,87,120,"Mulyosari, Surabaya"
850.0,4,2,90,132,"Waru, Surabaya"
1000.0,2,1,84,60,"Jambangan, Surabaya"
1300.0,2,1,90,70,"Waru, Surabaya"
900.0,2,1,90,60,"Sukolilo, Surabaya"
725.0,3,2,40,55,"Gununganyar, Surabaya"
850.0,3,2,50,100,"Rungkut, Surabaya"
1200.0,2,2,90,72,"Citraland, Surabaya"
1300.0,3,2,200,250,"Sukolilo, Surabaya"
2000.0,4,3,128,220,"Sambikerep, Surabaya"
1500.0,3,1,150,150,"Lakarsantri, Surabaya"
1100.0,3,2,135,125,"Wiyung, Surabaya"
1300.0,3,2,91,154,"Wiyung, Surabaya"
850.0,3,2,56,80,"Gununganyar, Surabaya"
2000.0,4,3,120,160,"Dharma Husada, Surabaya"
1500.0,3,1,91,80,"Pakuwon City, Surabaya"
1800.0,3,2,175,120,"Mulyosari, Surabaya"
1550.0,3,2,75,100,"Citraland, Surabaya"
1850.0,4,2,157,150,"Wiyung, Surabaya"
850.0,2,1,101,80,"Pakal, Surabaya"
990.0,3,2,55,110,"Citraland, Surabaya"
1570.0,4,3,150,100,"Citraland, Surabaya"
890.0,3,1,100,65,"Gununganyar, Surabaya"
1680.0,4,3,100,110,"Wonorejo, Surabaya"
1700.0,3,3,105,150,"Waru, Surabaya"
297.0,2,1,60,36,"Sidoarjo, Sidoarjo"
1300.0,3,2,90,150,"Wiyung, Surabaya"
1100.0,3,2,90,80,"Kenjeran, Surabaya"
1700.0,3,2,120,114,"Sutorejo, Surabaya"
2000.0,3,2,108,108,"Lakarsantri, Surabaya"
700.0,2,2,91,105,"Sidoarjo, Sidoarjo"
975.0,3,2,90,115,"Wiyung, Surabaya"
800.0,3,1,90,120,"Wiyung, Surabaya"
550.0,4,2,84,84,"Sidoarjo, Sidoarjo"
565.0,2,1,90,60,"Benowo, Surabaya"
950.0,3,2,77,110,"Sambikerep, Surabaya"
1600.0,3,2,103,203,"Wiyung, Surabaya"
600.0,2,1,60,60,"Lakarsantri, Surabaya"
1050.0,3,2,126,100,"Sidoarjo, Sidoarjo"
775.0,3,2,112,72,"Menganti, Surabaya"
1300.0,2,2,84,120,"Gununganyar, Surabaya"
1750.0,4,3,163,240,"Wiyung, Surabaya"
1850.0,3,2,120,200,"Rungkut, Surabaya"
1500.0,3,2,109,100,"Jambangan, Surabaya"
875.0,2,1,84,48,"Rungkut, Surabaya"
2000.0,2,3,157,157,"Wiyung, Surabaya"
700.0,2,2,40,60,"Rungkut, Surabaya"
1600.0,4,3,82,110,"Mulyorejo, Surabaya"
845.0,3,2,120,56,"Gununganyar, Surabaya"
490.0,2,1,72,30,"Gununganyar, Surabaya"
1800.0,3,3,165,260,"Kenjeran, Surabaya"
950.0,3,3,55,66,"Tambaksari, Surabaya"
550.0,4,2,120,120,"Sidoarjo, Sidoarjo"
1800.0,3,2,96,96,"Jambangan, Surabaya"
1850.0,3,2,130,70,"Mulyosari, Surabaya"
1500.0,4,2,135,120,"Rungkut, Surabaya"
1800.0,3,2,96,96,"Kebonsari, Surabaya"
700.0,2,1,150,100,"Sidoarjo, Sidoarjo"
1900.0,4,3,94,160,"Tenggilis Mejoyo, Surabaya"
900.0,3,2,115,108,"Banyu Urip, Surabaya"
1600.0,3,3,75,120,"Rungkut, Surabaya"
700.0,4,2,148,140,"Genteng, Surabaya"
1500.0,4,2,121,145,"Petemon, Surabaya"
700.0,4,3,90,90,"Citraland, Surabaya"
1100.0,3,1,152,60,"Gresik, Gresik"
1200.0,2,2,90,100,"Citraland, Surabaya"
1500.0,2,2,100,100,"Gununganyar, Surabaya"
1190.0,3,3,133,115,"Wiyung, Surabaya"
1300.0,2,1,147,150,"Gayungan, Surabaya"
1800.0,4,2,180,170,"Mulyosari, Surabaya"
450.0,3,2,54,80,"Pakal, Surabaya"
982.0,3,3,108,97,"Wiyung, Surabaya"
1600.0,3,2,120,140,"Pakuwon, Surabaya"
1340.0,4,3,112,105,"Wonorejo, Surabaya"
1300.0,3,1,90,90,"Darmo Permai, Surabaya"
876.0,3,3,96,87,"Wiyung, Surabaya"
1300.0,2,1,90,90,"Darmo Permai, Surabaya"
1240.0,4,4,103,150,"Citraland, Surabaya"
750.0,3,1,93,123,"Surabaya Kota, Surabaya"
1200.0,1,1,150,100,"Petemon, Surabaya"
650.0,2,2,72,48,"Sidoarjo, Sidoarjo"
1000.0,2,1,72,72,"Gununganyar, Surabaya"
1000.0,3,3,112,112,"Lakarsantri, Surabaya"
970.0,2,1,90,90,"Citraland, Surabaya"
1300.0,3,2,90,80,"Rungkut, Surabaya"
250.0,2,1,116,110,"Menganti, Surabaya"
1600.0,4,2,120,180,"Rungkut, Surabaya"
1250.0,2,1,81,61,"Gununganyar, Surabaya"
700.0,2,1,90,36,"Gununganyar, Surabaya"
850.0,2,1,100,120,"Mojoarum, Surabaya"
1200.0,3,2,78,60,"Tandes, Surabaya"
1700.0,2,1,140,140,"Wiyung, Surabaya"
900.0,4,3,105,75,"Tenggilis Mejoyo, Surabaya"
1000.0,4,4,100,200,"Semolowaru, Surabaya"
1250.0,2,2,55,70,"Citraland, Surabaya"
575.0,2,1,90,70,"Sidoarjo, Sidoarjo"
1250.0,3,2,80,49,"Mulyosari, Surabaya"
1550.0,2,1,102,66,"Kenjeran, Surabaya"
299.0,1,1,30,30,"Gununganyar, Surabaya"
925.0,3,2,72,140,"Tambaksari, Surabaya"
745.0,3,2,91,58,"Sidoarjo, Surabaya"
900.0,2,2,50,59,"Gununganyar, Surabaya"
1600.0,2,2,72,110,"Citraland, Surabaya"
820.0,4,2,72,120,"Sidoarjo, Sidoarjo"
475.0,2,1,84,84,"Sidoarjo, Sidoarjo"
580.0,2,1,73,63,"Sidoarjo, Sidoarjo"
1500.0,4,2,120,200,"Rungkut, Surabaya"
398.0,2,1,72,45,"Sidoarjo, Surabaya"
1600.0,4,2,96,150,"Mulyorejo, Surabaya"
1900.0,3,3,110,150,"Wonokromo, Surabaya"
722.0,3,2,142,221,"Sidoarjo, Surabaya"
1800.0,2,2,78,70,"Pakuwon City, Surabaya"
1180.0,2,1,163,60,"Sidoarjo, Surabaya"
587.0,2,2,32,64,"Medokan Ayu, Surabaya"
1450.0,4,2,84,168,"Mulyosari, Surabaya"
795.0,3,2,65,50,"Gubeng, Surabaya"
475.0,2,1,72,60,"Lidah Kulon, Surabaya"
800.0,2,1,40,85,"Asemrowo, Surabaya"
800.0,2,1,98,73,"Menganti, Surabaya"
800.0,3,2,96,170,"Banyu Urip, Surabaya"
390.0,2,1,72,70,"Menganti, Surabaya"
450.0,2,1,98,52,"Menganti, Surabaya"
600.0,2,2,58,115,"Asemrowo, Surabaya"
535.0,2,1,85,55,"Menganti, Surabaya"
1000.0,3,2,168,131,"Wiyung, Surabaya"
1400.0,2,1,104,90,"Rungkut, Surabaya"
680.0,3,2,96,111,"Sidoarjo, Sidoarjo"
1970.0,4,3,105,155,"Citraland, Surabaya"
875.0,3,2,84,150,"Menganti, Surabaya"
1900.0,2,2,103,123,"Kebonsari, Surabaya"
1500.0,3,2,129,96,"Kutisari, Surabaya"
985.0,2,1,100,50,"Wonorejo, Surabaya"
875.0,2,1,100,90,"Rungkut, Surabaya"
900.0,3,2,120,80,"Sidoarjo, Sidoarjo"
1800.0,4,3,200,180,"Rungkut, Surabaya"
1700.0,1,3,99,147,"Bubutan, Surabaya"
1700.0,3,2,150,70,"Rungkut, Surabaya"
750.0,2,2,73,60,"Rungkut, Surabaya"
1940.0,4,3,120,126,"Citraland, Surabaya"
700.0,3,2,105,90,"Sidoarjo, Sidoarjo"
1400.0,3,2,180,200,"Sidoarjo, Sidoarjo"
1200.0,3,2,90,180,"Darmo Permai, Surabaya"
750.0,2,1,90,60,"Lakarsantri, Surabaya"
717.0,2,1,90,42,"Waru, Surabaya"
1000.0,4,2,140,68,"Tambaksari, Surabaya"
2000.0,3,2,120,135,"Gubeng, Surabaya"
787.0,2,1,90,31,"Waru, Surabaya"
850.0,2,1,72,70,"Rungkut, Surabaya"
625.0,2,1,73,60,"Medokan Ayu, Surabaya"
1100.0,2,1,100,60,"Sukolilo, Surabaya"
945.0,3,2,91,100,"Sidoarjo, Sidoarjo"
1100.0,2,2,77,75,"Surabaya Kota, Surabaya"
1300.0,2,2,90,68,"Kenjeran, Surabaya"
1700.0,4,3,120,100,"Mulyorejo, Surabaya"
1700.0,3,2,165,90,"Gayungan, Surabaya"
1300.0,3,2,118,110,"Medokan Ayu, Surabaya"
900.0,3,3,120,120,"Sidoarjo, Sidoarjo"
900.0,2,1,90,60,"Benowo, Surabaya"
1000.0,3,2,90,70,"Sidoarjo, Sidoarjo"
1250.0,1,2,75,48,"Citraland, Surabaya"
315.0,2,1,84,36,"Sidoarjo, Sidoarjo"
1650.0,4,4,72,130,"Mulyosari, Surabaya"
750.0,2,2,122,110,"Sidoarjo, Sidoarjo"
1850.0,3,2,193,109,"Wiyung, Surabaya"
437.0,2,1,73,46,"Sidoarjo, Sidoarjo"
510.0,4,3,100,175,"Manyar, Surabaya"
850.0,3,1,86,100,"Rungkut, Surabaya"
1100.0,3,2,81,90,"Jambangan, Surabaya"
2000.0,4,1,140,150,"Rungkut, Surabaya"
925.0,3,2,72,63,"Sidoarjo, Sidoarjo"
2000.0,4,3,201,150,"Rungkut, Surabaya"
1800.0,2,2,135,135,"Darmo Permai, Surabaya"
550.0,2,1,84,70,"Pakal, Surabaya"
1100.0,2,1,96,96,"Rungkut, Surabaya"
875.0,2,1,72,72,"Wonorejo, Surabaya"
975.0,3,2,126,126,"Dharma Husada, Surabaya"
1090.0,3,2,120,120,"Gununganyar, Surabaya"
1450.0,3,3,78,135,"Jemursari, Surabaya"
1600.0,4,3,73,130,"Margorejo, Surabaya"
1350.0,4,2,135,135,"Wiyung, Surabaya"
1650.0,2,2,70,83,"Tenggilis Mejoyo, Surabaya"
1100.0,2,2,116,70,"Tambaksari, Surabaya"
2000.0,3,2,135,77,"Dukuh Pakis, Surabaya"
1200.0,2,1,117,165,"Sukolilo, Surabaya"
350.0,2,1,35,35,"Medokan Ayu, Surabaya"
800.0,3,3,144,120,"Sidoarjo, Sidoarjo"
1200.0,3,2,60,76,"Lakarsantri, Surabaya"
1300.0,3,1,117,90,"Darmo Permai, Surabaya"
1500.0,3,2,129,110,"Dukuh Kupang, Surabaya"
1350.0,3,2,120,120,"Wiyung, Surabaya"
1500.0,3,2,77,125,"Gubeng, Surabaya"
2000.0,3,3,160,120,"Sukolilo, Surabaya"
1400.0,4,4,135,250,"Benowo, Surabaya"
1500.0,2,1,120,120,"Dharma Husada, Surabaya"
1200.0,1,1,72,72,"Panjang Jiwo, Surabaya"
900.0,4,3,108,150,"Benowo, Surabaya"
1650.0,2,1,200,144,"Sidoarjo, Surabaya"
500.0,3,1,57,40,"Benowo, Surabaya"
1490.0,2,1,200,144,"Sidoarjo, Sidoarjo"
800.0,2,1,72,60,"Medokan Ayu, Surabaya"
556.0,2,1,96,47,"Sidoarjo, Sidoarjo"
750.0,1,1,130,100,"Benowo, Surabaya"
375.0,2,1,71,60,"Pakal, Surabaya"
1600.0,3,2,200,190,"Rungkut, Surabaya"
850.0,3,2,90,90,"Gununganyar, Surabaya"
1400.0,3,1,72,150,"Benowo, Surabaya"
1200.0,3,2,122,100,"Rungkut, Surabaya"
820.0,3,3,52,70,"Surabaya Kota, Surabaya"
1500.0,2,1,88,84,"Sukolilo, Surabaya"
1490.0,3,3,102,160,"Galaxy, Surabaya"
590.0,2,2,96,52,"Sidoarjo, Sidoarjo"
650.0,2,2,100,52,"Lidah Kulon, Surabaya"
750.0,3,1,128,60,"Sidoarjo, Sidoarjo"
585.0,3,2,58,73,"Sidoarjo, Sidoarjo"
750.0,3,1,60,128,"Sidoarjo, Sidoarjo"
590.0,2,1,52,96,"Sidoarjo, Sidoarjo"
1600.0,4,3,150,200,"Menganti, Surabaya"
550.0,2,2,30,65,"Kenjeran, Surabaya"
1300.0,3,2,135,100,"Darmo Permai, Surabaya"
1370.0,2,2,72,70,"Pakuwon, Surabaya"
1600.0,1,1,198,60,"Rungkut, Surabaya"
1850.0,3,3,91,130,"Gubeng, Surabaya"
1500.0,3,2,90,130,"Kenjeran, Surabaya"
1600.0,1,1,189,99,"Rungkut, Surabaya"
1000.0,3,2,135,100,"Sidoarjo, Sidoarjo"
500.0,2,1,84,48,"Sidoarjo, Sidoarjo"
1500.0,3,2,120,100,"Sukomanunggal, Surabaya"
1500.0,3,1,135,100,"Wiyung, Surabaya"
430.0,2,1,72,72,"Benowo, Surabaya"
1400.0,3,1,148,100,"Wiyung, Surabaya"
1300.0,1,2,135,100,"Wiyung, Surabaya"
1200.0,4,4,135,250,"Benowo, Surabaya"
1500.0,3,1,153,125,"Dukuh Pakis, Surabaya"
1500.0,2,2,72,73,"Pakal, Surabaya"
1350.0,3,2,119,77,"Jambangan, Surabaya"
1300.0,3,1,150,80,"Rungkut, Surabaya"
1000.0,3,2,120,120,"Sambikerep, Surabaya"
1800.0,3,3,100,120,"Tambaksari, Surabaya"
1400.0,4,2,135,135,"Wiyung, Surabaya"
590.0,2,1,42,72,"Jemursari, Surabaya"
500.0,2,1,72,84,"Sidoarjo, Sidoarjo"
1350.0,3,2,75,130,"Sidoarjo, Surabaya"
1200.0,3,1,120,100,"Tandes, Surabaya"
1550.0,3,2,90,100,"Pakal, Surabaya"
1200.0,2,2,40,60,"Lakarsantri, Surabaya"
1800.0,3,2,126,72,"Wonorejo, Surabaya"
700.0,2,2,120,100,"Sidoarjo, Sidoarjo"
850.0,2,1,72,54,"Alun-Alun Contong, Surabaya"
2000.0,4,3,160,116,"Rungkut, Surabaya"
600.0,2,2,90,56,"Sidoarjo, Sidoarjo"
1550.0,3,3,86,140,"Jemursari, Surabaya"
1650.0,4,3,90,120,"Rungkut, Surabaya"
1770.0,3,4,75,115,"Mulyosari, Surabaya"
750.0,3,2,74,105,"Sidoarjo, Sidoarjo"
700.0,4,1,84,100,"Sidoarjo, Sidoarjo"
1670.0,3,3,82,15,"Mulyosari, Surabaya"
1800.0,3,3,200,145,"Sukolilo, Surabaya"
1270.0,2,1,135,90,"Mulyorejo, Surabaya"
1900.0,3,3,110,150,"Gayungan, Surabaya"
857.0,3,1,100,75,"Wonorejo, Surabaya"
830.0,2,1,78,56,"Rungkut, Surabaya"
1700.0,3,2,105,120,"Kebraon, Surabaya"
1350.0,2,1,140,120,"Kenjeran, Surabaya"
868.0,3,2,45,55,"Rungkut, Surabaya"
950.0,3,2,51,102,"Jambangan, Surabaya"
1800.0,3,2,105,150,"Wonorejo, Surabaya"
850.0,2,1,51,60,"Jambangan, Surabaya"
2000.0,3,2,175,175,"Wiyung, Surabaya"
1300.0,3,1,135,80,"Sidoarjo, Sidoarjo"
750.0,2,1,96,50,"Sidoarjo, Sidoarjo"
1700.0,4,2,200,150,"Sidoarjo, Sidoarjo"
340.0,2,2,90,85,"Sidoarjo, Sidoarjo"
1800.0,4,3,180,160,"Wiyung, Surabaya"
1800.0,2,1,184,140,"Darmo Permai, Surabaya"
1950.0,4,4,100,166,"Sutorejo, Surabaya"
1000.0,2,1,83,83,"Mulyosari, Surabaya"
1800.0,3,3,90,130,"Mulyorejo, Surabaya"
520.0,2,1,100,42,"Gununganyar, Surabaya"
700.0,2,1,69,50,"Rungkut, Surabaya"
1070.0,2,1,60,74,"Menganti, Surabaya"
700.0,3,2,60,73,"Sidoarjo, Sidoarjo"
565.0,2,1,90,40,"Sidoarjo, Sidoarjo"
1550.0,3,3,101,150,"Rungkut, Surabaya"
755.0,3,2,65,100,"Surabaya Kota, Surabaya"
685.0,3,1,100,100,"Medokan Ayu, Surabaya"
1370.0,3,2,85,50,"Sidoarjo, Sidoarjo"
862.0,3,1,105,105,"Sidoarjo, Sidoarjo"
604.0,2,1,72,40,"Sidoarjo, Sidoarjo"
